3.0975e-06,9.3409e-06,-5.2017e-06
0.018789,-0.22777,0.26616
0.23304,-0.36596,0.28266
0.29549,-0.25513,0.20016
0.30813,-0.4435,0.26975
-0.23988,-0.36651,-0.15488
-0.19236,-0.10347,-0.19236
-0.19423,0.10043,-0.23513
-0.39879,0.1954,-0.4263
-0.57352,-0.064645,-0.42288
-0.077882,-0.12572,-0.10887
-0.085186,-0.11626,-0.11079
0.016808,-0.099229,0.016939
-0.052277,-0.07552,-0.023605
0.05869,-0.12843,0.10265
0.012126,-0.070969,0.022282
-0.001624,-0.12809,0.041491
0.013335,-0.14922,0.010226
-0.042667,-0.14085,-0.064032
0.10145,-0.15127,0.056118
-0.062398,-0.048857,-0.0050361
-0.022232,-0.072014,-0.019341
-0.067991,-0.15132,-0.011728
-0.031724,-0.14748,-0.027757
0.051924,-0.11055,0.07249
-0.11792,-0.1188,-0.070868
-0.16673,-0.096004,-0.1023
-0.22081,-0.10437,-0.22022
-0.24616,-0.035914,-0.17154
-0.03578,-0.079669,-0.073237
-0.036443,-0.077101,-0.010204
0.17936,-0.31171,0.15502
0.11196,-0.015826,-0.042079
0.10068,-0.19777,0.069629
-0.026896,0.024339,-0.071196
0.046518,-0.17396,0.12162
0.079717,-0.094284,0.11211
0.22763,-0.29772,0.10136
0.12275,-0.21083,0.023403
0.19837,-0.31446,0.11765
0.041231,-0.16918,0.051229
0.16797,-0.013464,0.18408
0.14256,-0.027459,0.17747
0.16434,-0.28269,0.02445
0.03816,-0.18625,0.024503
0.092288,0.068005,0.011248
0.26168,-0.14556,0.25001
0.093973,-0.1869,0.042801
0.12926,-0.11839,0.081936
0.12673,-0.096938,0.011627
0.18101,-0.093545,0.039729
0.17086,-0.25375,0.13573
-0.24137,-0.058927,-0.24111
-0.13589,0.19729,-0.24371
-0.094747,0.41944,-0.28429
-0.23317,0.46863,-0.42167
-0.36638,0.17528,-0.33009
0.11767,0.14637,0.043785
-0.049768,0.13355,-0.066495
-0.028773,0.13198,0.021749
-0.17272,0.13343,-0.066862
-0.14529,0.028643,0.011436
-0.16351,0.094692,-0.049844
-0.15532,0.051939,-0.018238
-0.10933,0.039267,-0.033526
-0.12737,0.036518,-0.079309
-0.10876,-0.052426,-0.029313
-0.2151,0.13815,-0.075279
0.010666,0.20564,0.054698
-0.01661,0.070804,0.091929
-0.12347,0.057542,-0.056455
-0.12511,0.039787,-0.033881
0.10641,0.1688,0.10566
0.067534,0.22371,0.047595
-0.035293,0.22184,-0.12103
-0.032761,0.25084,-0.036394
0.19911,0.19619,0.098053
0.1896,0.19105,0.1554
-0.074241,-0.24904,0.051564
-0.1314,0.084827,-0.12497
-0.10698,-0.062915,0.0039641
-0.21626,0.19682,-0.1499
-0.11561,0.0028364,0.047751
-0.07992,0.099473,0.024802
0.063723,-0.12716,0.033136
-0.080237,-0.018728,-0.064652
-0.037122,-0.12142,0.0072988
-0.22494,-0.0062426,-0.082942
-0.11152,0.10897,0.04168
-0.13958,0.071903,0.041204
-0.072136,-0.12575,-0.073542
-0.17023,-0.032174,-0.0657
-0.095244,0.20668,-0.088613
0.060077,0.039152,0.1529
-0.13484,-0.010929,-0.063621
-0.11793,0.027009,-0.022161
0.12206,-0.1054,0.1125
0.15132,-0.24943,0.20941
-0.17977,-0.040801,-0.14105
-0.048846,0.18206,-0.11186
0.029899,0.37624,-0.12898
-0.040118,0.36844,-0.21932
-0.10093,0.034601,-0.066257
0.4203,0.00027306,0.26526
0.14875,-0.020535,0.055647
0.14422,-0.01186,0.1149
-0.028859,-0.0016138,-0.012713
-0.040358,-0.08269,0.0030819
-0.039117,-0.026933,-0.033355
-0.019343,-0.072409,0.015254
0.042609,-0.092741,0.019538
0.047852,-0.11863,0.0050905
0.098997,-0.12802,0.050785
-0.14696,-0.092919,-0.095186
0.077131,-0.036693,0.080157
0.12133,-0.14037,0.17284
