3.6685e-14,2.2026e-14,1.9486e-14,1.5764e-14,1.4144e-14,-1.9307e-15,-9.0991e-15,-9.1712e-15,-1.6719e-14,-3.7439e-14,8.431e-16,2.8579e-16,1.3351e-15,2.0056e-15,1.1081e-15,1.6602e-15,2.1418e-18,-2.6877e-15,-4.7665e-15,3.3122e-14,2.1525e-14,1.7252e-14,1.2976e-14,1.8099e-14,2.3623e-14,-1.115e-14,-1.646e-14,-2.1272e-14,-3.2721e-14,-2.6007e-14,-1.8687e-14,1.1223e-14,2.923e-15,1.0225e-15,4.3721e-16,-5.9304e-16,-6.0356e-15,-1.8384e-14,-7.234e-15,-5.5731e-15,-1.4473e-15,2.6864e-15,3.9111e-15,1.9885e-15,-9.2888e-16,-5.7282e-15,-9.7013e-15,-6.2866e-16,5.1019e-15,-0.28728,-0.33735,-0.33906,-0.31747,-0.28545,-0.29166,-0.31896,-0.33712,-0.33112,-0.28749,-0.16376,-0.098248,-0.03262,0.038876,0.022233,0.060077,0.081753,0.058885,0.022318,-0.25783,-0.28575,-0.28427,-0.24847,-0.23736,-0.2333,-0.24591,-0.28422,-0.28505,-0.25901,-0.23474,-0.23806,0.19386,0.19167,0.21669,0.25322,0.21703,0.19018,0.1827,0.23984,0.26396,0.26599,0.26885,0.24768,0.23834,0.25718,0.233,0.20009,0.21131,0.20329
1.3259,0.73389,0.54874,0.40662,0.25135,-0.55296,-0.76893,-0.98566,-1.2396,-1.6198,-0.10737,-0.054128,0.0031971,0.054893,0.10006,0.10667,0.073555,-0.042377,-0.1345,1.0128,0.81293,0.60502,0.48574,0.68828,0.86951,-0.48895,-0.58385,-0.80695,-1.0372,-0.87372,-0.68358,0.50923,0.31588,0.16373,0.020138,-0.18387,-0.37055,-0.63027,-0.37159,-0.1447,0.037411,0.17233,0.34369,0.17083,0.034568,-0.21242,-0.21693,0.026954,0.19516,-6.4845e-15,3.2247e-15,2.6038e-15,-3.0296e-14,-4.3432e-14,-4.1526e-14,-3.0058e-14,-7.3934e-15,9.9046e-16,2.0396e-14,5.8594e-15,-4.9509e-15,-1.5667e-14,-2.7767e-14,1.8184e-14,4.9175e-15,-2.2521e-15,3.9629e-15,1.7666e-14,-1.2498e-15,-8.2737e-15,-5.4504e-15,1.8708e-14,1.3809e-14,-1.8005e-14,-1.4786e-15,-1.6626e-14,-7.2962e-15,6.6745e-15,6.879e-15,1.2965e-14,4.2927e-14,1.3629e-14,-3.7332e-15,-1.3866e-15,2.6332e-15,2.471e-14,5.5841e-14,7.632e-14,7.8699e-14,8.7062e-14,7.3888e-14,6.5554e-14,2.9314e-14,2.186e-14,3.2635e-14,4.0724e-14,3.8418e-14,3.5158e-14
-2.0126,-1.289,-1.2948,-0.96596,-0.59067,0.91512,1.3368,1.7622,2.0796,2.6501,0.10247,0.040981,-0.036745,-0.094116,-0.21431,-0.19723,-0.088626,0.14856,0.33901,-2.3243,-1.9636,-1.5602,-1.3483,-1.7228,-2.0625,1.3723,1.5107,1.9133,2.3863,2.0698,1.7294,-1.0049,-0.52619,-0.2478,-0.02693,0.27473,0.62566,1.209,0.77664,0.36,-0.021164,-0.34704,-0.68835,-0.3794,-0.051762,0.45662,0.49098,-0.03009,-0.41813,1.4341e-14,3.6577e-15,1.1951e-14,3.2736e-14,6.7005e-14,6.3787e-14,1.6469e-14,-9.6363e-16,-4.3803e-15,2.3105e-15,-1.1935e-14,2.5009e-14,6.8278e-14,1.1079e-13,-6.4002e-14,-2.3966e-14,-1.6021e-15,-2.6863e-14,-7.481e-14,-9.3171e-15,3.0291e-14,3.1194e-14,3.9828e-15,-2.8964e-14,-2.6951e-14,8.4312e-15,3.4184e-14,2.6936e-14,-1.6627e-14,-2.7212e-14,-2.5604e-14,-1.7702e-13,-6.9451e-14,-4.4395e-15,1.3209e-14,-7.949e-15,-7.7444e-14,-1.7474e-13,-1.7555e-13,-1.606e-13,-1.5286e-13,-1.5847e-13,-1.7268e-13,-6.6006e-14,-3.2423e-14,-6.9501e-14,-1.1056e-13,-8.9564e-14,-1.078e-13
2.4333,2.1717,2.1011,1.297,0.80901,-0.81797,-1.3457,-2.0633,-2.4478,-2.832,-0.045591,0.0071604,0.071383,0.1082,0.36012,0.25675,0.059228,-0.26064,-0.55661,2.7526,2.4116,1.9591,1.6659,2.0735,2.4419,-1.7145,-1.9007,-2.317,-2.821,-2.4607,-2.0907,0.99455,0.50714,0.25955,0.019061,-0.27861,-0.66049,-1.28,-0.90894,-0.50765,-0.057283,0.38,0.72174,0.52274,0.020099,-0.67109,-0.69965,-0.0037953,0.55849,-1.5829e-14,-1.7654e-14,-2.9096e-14,-7.8427e-14,-1.0434e-13,-1.0194e-13,-3.098e-14,-3.3067e-15,-4.7839e-15,-8.0537e-15,1.3919e-14,-3.805e-14,-1.0466e-13,-1.7121e-13,9.9042e-14,3.5875e-14,5.6855e-15,4.2193e-14,1.1277e-13,1.903e-14,-4.4218e-14,-5.1018e-14,-6.7463e-15,4.7733e-14,3.6985e-14,-1.2614e-14,-6.1798e-14,-4.8814e-14,3.1312e-14,3.9172e-14,4.2395e-14,2.6254e-13,1.0455e-13,1.4202e-14,-1.7671e-14,1.5438e-14,1.2578e-13,2.8184e-13,2.7625e-13,2.5438e-13,2.4664e-13,2.4911e-13,2.6179e-13,9.5911e-14,5.8885e-14,1.0933e-13,1.8316e-13,1.4526e-13,1.7225e-13
-2.2395,-1.9917,-1.5839,-0.86774,-0.88898,0.57465,0.87005,1.5466,2.0345,2.3097,-0.0092522,-0.0363,-0.054553,-0.054714,-0.3541,-0.23896,-0.066711,0.25262,0.56197,-2.1072,-1.7881,-1.3742,-1.0953,-1.4936,-1.8113,1.1326,1.3342,1.7224,2.1517,1.8326,1.4961,-0.81115,-0.49149,-0.30099,-0.010034,0.31102,0.64172,1.0666,0.79402,0.49161,0.12265,-0.27446,-0.57341,-0.48986,0.02644,0.69688,0.68792,0.048534,-0.52414,5.8317e-15,2.7161e-14,2.8813e-14,7.262e-14,6.8887e-14,7.1212e-14,2.7367e-14,1.1119e-14,1.7127e-14,8.4726e-15,-4.5606e-15,2.4039e-14,6.606e-14,1.0731e-13,-6.2353e-14,-2.1553e-14,-5.8193e-15,-2.7379e-14,-7.0839e-14,-1.6627e-14,2.4682e-14,3.4307e-14,5.7808e-15,-3.1327e-14,-1.9361e-14,9.0888e-15,4.5518e-14,3.5271e-14,-2.6262e-14,-2.2087e-14,-2.7439e-14,-1.5948e-13,-6.4379e-14,-1.4392e-14,1.0489e-14,-1.3277e-14,-8.7088e-14,-1.9131e-13,-1.8094e-13,-1.6519e-13,-1.6323e-13,-1.5913e-13,-1.6192e-13,-5.7295e-14,-4.4331e-14,-7.3463e-14,-1.2558e-13,-9.4307e-14,-1.1109e-13
0.79367,0.70908,0.59549,0.52963,0.84672,-0.48084,-0.46024,-0.62907,-0.78732,-0.85474,-0.010016,-0.00095223,0.004909,0.0062426,0.10848,0.089933,0.05361,-0.065552,-0.18666,0.62976,0.50281,0.35358,0.26422,0.42244,0.53188,-0.27039,-0.33191,-0.48694,-0.65331,-0.54415,-0.41799,0.26026,0.18298,0.12833,0.006387,-0.13472,-0.24289,-0.35171,-0.25257,-0.15968,-0.045891,0.084059,0.17999,0.16356,-0.015764,-0.25942,-0.23705,-0.023025,0.17834,4.4311e-15,-1.9737e-14,-2.3202e-14,-3.6911e-14,-2.2692e-14,-1.8587e-14,-9.6291e-15,-7.4518e-15,-1.3406e-14,-7.8336e-15,-1.2237e-14,-1.1351e-14,-1.9349e-14,-2.6626e-14,2.3038e-14,1.0044e-14,2.28e-15,9.9337e-15,2.2214e-14,7.9758e-15,-1.2042e-14,-1.5457e-14,-8.7585e-15,1.2621e-14,1.7019e-14,-3.7017e-15,-1.5742e-14,-1.6463e-14,7.9095e-15,9.3696e-15,1.1135e-14,5.0392e-14,3.0592e-14,8.2787e-15,-1.6853e-15,2.44e-15,3.2892e-14,6.1945e-14,4.682e-14,3.3743e-14,2.8251e-14,3.5811e-14,4.405e-14,1.4483e-14,1.0205e-14,2.0209e-14,3.2761e-14,1.3363e-14,3.0047e-14
-0.22944,-0.21927,-0.20009,-0.20211,-0.37423,0.73796,0.28393,0.2291,0.23392,0.19227,0.0059362,-0.0092982,-0.021703,-0.019206,-0.081448,-0.037497,0.015141,0.06341,0.084666,0.017062,0.045421,0.10056,0.036957,-0.010548,-0.013946,-0.048126,-0.10226,-0.053597,-0.020955,0.026045,0.023382,-0.10168,-0.065198,-0.049799,-0.0064537,0.056253,0.074152,0.11891,0.1105,0.052448,-0.017328,-0.058518,-0.089853,-0.14241,-0.018831,0.13279,0.1488,0.0040647,-0.10753,8.9757e-15,9.4742e-15,1.7482e-14,4.3306e-14,5.6018e-14,4.9885e-14,3.3424e-14,1.36e-14,3.6918e-15,-6.4254e-15,-4.8698e-15,2.0746e-15,8.7523e-15,1.6931e-14,-5.8852e-15,-2.4521e-15,1.8867e-15,-4.2887e-15,-1.2328e-14,-8.825e-16,9.4532e-15,7.9176e-15,-1.096e-14,-1.2289e-14,5.9939e-15,-2.0412e-16,1.378e-14,8.208e-15,-7.5541e-15,-5.5998e-15,-8.5503e-15,-4.1288e-14,-7.8102e-15,2.0648e-15,3.4228e-15,-5.3413e-15,-2.4398e-14,-5.6083e-14,-7.8827e-14,-7.7118e-14,-7.8075e-14,-7.0139e-14,-6.6118e-14,-2.2812e-14,-2.1459e-14,-2.9822e-14,-4.5594e-14,-3.6118e-14,-3.6584e-14
1.0503,0.96492,0.77633,0.47051,0.51952,-0.72745,-0.44948,-0.90689,-1.0691,-1.0541,-0.017222,-0.0034206,0.0065795,-0.0092179,0.3892,0.19592,-0.031077,-0.21482,-0.31594,0.86459,0.6689,0.42406,0.35238,0.60465,0.78004,-0.29226,-0.43235,-0.68772,-0.87609,-0.80186,-0.60435,0.67565,0.35986,0.17929,0.012753,-0.19204,-0.36117,-0.67772,-0.50336,-0.24825,0.048502,0.29596,0.4993,0.49514,0.041308,-0.44923,-0.4981,0.00040782,0.47273,-1.2327e-16,-5.0584e-15,-2.219e-14,-1.9658e-14,-6.1833e-14,-6.2474e-14,-4.1405e-14,-3.0346e-14,-1.023e-14,1.8685e-15,9.2901e-15,-2.1861e-15,-1.0364e-14,-1.5986e-14,6.3937e-15,1.4058e-15,-4.0588e-15,3.0129e-15,1.5562e-14,-2.169e-15,-1.3077e-14,-8.7326e-15,1.1434e-15,8.9762e-15,1.3085e-14,-1.24e-15,-5.3756e-15,-4.7921e-15,7.4721e-16,1.1316e-14,8.1263e-15,3.3264e-14,1.3213e-14,-4.484e-15,-7.588e-15,1.0321e-15,1.3508e-14,2.5682e-14,4.912e-14,5.0267e-14,4.4044e-14,4.538e-14,4.8301e-14,2.4943e-14,6.3969e-15,2.1334e-14,2.1464e-14,1.6244e-14,2.1204e-14
-2.5771,-2.3194,-2.0483,-1.4844,-1.0757,0.90523,1.4011,2.1641,2.1884,2.4263,-0.01865,-0.0055785,0.017912,0.035274,-0.60321,-0.29883,0.05985,0.32352,0.48972,-2.4515,-1.9428,-1.4532,-1.0211,-1.5528,-2.0533,0.94241,1.4996,1.9994,2.4497,2.0625,1.5213,-1.3777,-0.76006,-0.33401,0.00020979,0.3338,0.7523,1.3631,0.92127,0.4844,0.0085872,-0.45055,-0.87595,-0.67502,0.0011786,0.6508,0.7157,0.011807,-0.71945,-3.8446e-15,1.1841e-14,1.6097e-14,-9.6343e-15,-5.1876e-16,8.2189e-15,3.5132e-14,4.1153e-14,3.0917e-14,1.1275e-14,1.4454e-14,-1.4671e-14,-5.5828e-14,-9.8249e-14,5.0698e-14,2.016e-14,5.2919e-15,2.1473e-14,5.247e-14,1.2706e-14,-1.499e-14,-2.0797e-14,-5.8479e-15,1.8518e-14,1.232e-14,-6.8404e-15,-2.7535e-14,-2.0401e-14,1.8265e-14,1.1272e-14,1.5091e-14,1.2914e-13,4.833e-14,9.6486e-15,-4.5942e-15,7.0343e-15,5.8093e-14,1.3654e-13,1.1341e-13,9.669e-14,9.4536e-14,9.821e-14,1.1231e-13,3.2501e-14,1.9948e-14,4.0087e-14,8.2156e-14,6.8659e-14,8.14e-14
2.9354,2.3569,1.9999,1.52,1.0057,-0.68164,-1.1921,-1.6105,-1.6838,-2.5257,0.054644,0.020594,-0.020375,-0.032058,0.43474,0.21354,-0.071092,-0.24788,-0.35211,2.5009,1.9513,1.45,1.0138,1.5383,2.0592,-0.98641,-1.4992,-1.9824,-2.4742,-2.0499,-1.5213,1.3153,0.79047,0.3557,-0.01096,-0.34474,-0.77317,-1.2673,-0.81622,-0.41035,-0.033189,0.36388,0.78378,0.50446,-0.023314,-0.49142,-0.54337,-0.01262,0.54714,4.2898e-15,-1.0144e-14,-5.853e-15,1.5625e-14,3.4183e-14,2.6309e-14,-1.4057e-14,-2.4819e-14,-2.7464e-14,-1.6232e-14,-2.1275e-14,1.6485e-14,6.3682e-14,1.1031e-13,-5.5676e-14,-2.1225e-14,-2.0147e-15,-2.3879e-14,-6.414e-14,-1.2108e-14,2.2625e-14,2.5527e-14,6.5696e-15,-2.2987e-14,-2.0758e-14,8.9636e-15,3.0087e-14,2.1945e-14,-1.9834e-14,-1.8576e-14,-1.8896e-14,-1.5554e-13,-5.8148e-14,-6.0937e-15,9.9364e-15,-7.9633e-15,-6.8164e-14,-1.5667e-13,-1.44e-13,-1.2456e-13,-1.1722e-13,-1.2384e-13,-1.4296e-13,-4.8579e-14,-2.198e-14,-5.4021e-14,-9.4159e-14,-7.6274e-14,-9.3214e-14
